test_ts,epsilon,gamma,alpha,initial_config_vector,best_config_vector,best_config_reward,best_reward_breakdown,num_pids,csv_path,start_time,end_time
2025-06-03T19:34:12,0.3,0.95,0.7,"[12, 1, 13, 1, 39, 1, 300, 120, 1]","[12, 2, 13, 1, 39, 2, 300, 201, 3]",3.5,"{'latency_ms': np.float64(3509.75), 'latency_score': 1.7, 'pid_scores': [{'pid': 12, 'score': 1.0}, {'pid': 13, 'score': -0.2}, {'pid': 39, 'score': 1.0}], 'total_pid_score': 1.8}",3,./es_events/poc_and_v0_data.csv,2025-05-27T20:01:26Z,2025-05-27T20:13:26Z
2025-06-03T19:34:13,0.3,0.95,0.7,"[12, 2, 13, 2, 39, 2, 1, 1, 1]","[12, 3, 13, 2, 39, 3, 1, 0, 2]",2.0,"{'latency_ms': np.float64(401989.3975220265), 'latency_score': -0.3, 'pid_scores': [{'pid': 12, 'score': 1.0}, {'pid': 13, 'score': 0.5}, {'pid': 39, 'score': 0.8}], 'total_pid_score': 2.3}",3,./es_events/poc_and_v0_data.csv,2025-05-27T20:17:33Z,2025-05-27T20:29:33Z
2025-06-03T19:34:13,0.3,0.95,0.7,"[12, 2, 13, 3, 39, 3, 30, 60, 1]","[12, 1, 13, 1, 39, 3, 75, 61, 1]",3.9,"{'latency_ms': np.float64(3670.483872340426), 'latency_score': 1.7, 'pid_scores': [{'pid': 12, 'score': 1.0}, {'pid': 13, 'score': 1.0}, {'pid': 39, 'score': 0.2}], 'total_pid_score': 2.2}",3,./es_events/poc_and_v0_data.csv,2025-05-27T20:40:51Z,2025-05-27T20:52:51Z
2025-06-03T19:34:14,0.3,0.95,0.7,"[12, 1, 13, 1, 39, 1, 300, 120, 2]","[12, 2, 13, 1, 39, 1, 300, 105, 1]",1.9,"{'latency_ms': np.float64(34662.57118181818), 'latency_score': -0.3, 'pid_scores': [{'pid': 12, 'score': 1.0}, {'pid': 13, 'score': 0.6}, {'pid': 39, 'score': 0.6}], 'total_pid_score': 2.2}",3,./es_events/poc_and_v0_data.csv,2025-05-28T14:53:31Z,2025-05-28T15:06:31Z
2025-06-03T19:34:14,0.3,0.95,0.7,"[12, 1, 13, 1, 39, 1, 300, 120, 5]","[12, 1, 13, 2, 39, 2, 294, 175, 3]",2.7,"{'latency_ms': np.float64(763672.366), 'latency_score': -0.3, 'pid_scores': [{'pid': 12, 'score': 1.0}, {'pid': 13, 'score': 1.0}, {'pid': 39, 'score': 1.0}], 'total_pid_score': 3.0}",3,./es_events/poc_and_v0_data.csv,2025-05-28T15:15:22Z,2025-05-28T15:27:22Z
